github.com/AlDanial/cloc v 2.06  T=1.45 s (593.1 files/s, 232762.0 lines/s)
----------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                             blank        comment           code
./_legacy/sklearn/mixture/_bayesian_mixture.py                                                                     161            381            349
./_legacy/sklearn/linear_model/_bayes.py                                                                           148            328            348
./_legacy/sklearn/linear_model/_ransac.py                                                                          124            255            347
./_legacy/sklearn/model_selection/_search_successive_halving.py                                                    192            561            346
./_legacy/doc/modules/sgd.rst                                                                                      141            108            335
./_legacy/sklearn/model_selection/_classification_threshold.py                                                     145            403            335
./_legacy/sklearn/manifold/_mds.py                                                                                 143            366            327
./_legacy/examples/applications/plot_cyclical_feature_engineering.py                                                85            425            326
./_legacy/sklearn/tests/test_kernel_approximation.py                                                               104             66            325
./_legacy/sklearn/cluster/_birch.py                                                                                125            281            324
./_legacy/sklearn/decomposition/_pca.py                                                                            140            389            323
./_legacy/sklearn/feature_extraction/_stop_words.py                                                                  1              5            322
./_legacy/sklearn/inspection/_partial_dependence.py                                                                117            343            319
./_legacy/sklearn/decomposition/_fastica.py                                                                        153            341            315
./_legacy/doc/whats_new/v0.14.rst                                                                                   77              3            311
./_legacy/sklearn/tests/test_common.py                                                                              61             29            311
./_legacy/sklearn/datasets/_lfw.py                                                                                 110            235            309
./_legacy/sklearn/mixture/_base.py                                                                                 101            206            307
./_legacy/sklearn/manifold/_spectral_embedding.py                                                                  106            360            306
./_legacy/examples/inspection/plot_linear_model_coefficient_interpretation.py                                       96            378            305
./_legacy/doc/whats_new/v0.13.rst                                                                                   89              4            303
./_legacy/sklearn/feature_selection/_univariate_selection.py                                                       237            637            297
./_legacy/sklearn/gaussian_process/_gpr.py                                                                         104            282            296
./_legacy/sklearn/utils/_plotting.py                                                                                67             86            296
./_legacy/doc/templates/index.html                                                                                  13              9            291
./_legacy/examples/miscellaneous/plot_metadata_routing.py                                                          117            311            291
./_legacy/sklearn/dummy.py                                                                                         132            277            291
./_legacy/examples/inspection/plot_partial_dependence.py                                                            56            273            289
./_legacy/sklearn/cluster/_bicluster.py                                                                            107            227            288
./_legacy/sklearn/model_selection/_plot.py                                                                         141            460            284
./_legacy/sklearn/utils/_pprint.py                                                                                  55            125            283
./_legacy/doc/modules/array_api.rst                                                                                 72             15            282
./_legacy/sklearn/feature_extraction/image.py                                                                      107            303            282
./_legacy/sklearn/datasets/_twenty_newsgroups.py                                                                   110            234            281
./_legacy/doc/modules/grid_search.rst                                                                              170            298            279
./README.md                                                                                                        118             46            276
./_legacy/sklearn/utils/sparsefuncs.py                                                                             142            390            276
./_legacy/sklearn/utils/multiclass.py                                                                               98            217            275
./_legacy/sklearn/datasets/_arff_parser.py                                                                          86            184            273
./_legacy/examples/applications/plot_out_of_core_classification.py                                                  88             77            269
./_legacy/sklearn/tests/test_metaestimators.py                                                                      47             26            267
./_legacy/doc/modules/manifold.rst                                                                                 181            288            266
./_legacy/doc/modules/outlier_detection.rst                                                                         98             58            266
./_legacy/doc/metadata_routing.rst                                                                                  45             17            265
./_legacy/doc/developers/performance.rst                                                                           110             33            263
./_legacy/doc/modules/impute.rst                                                                                    70             27            263
./_legacy/sklearn/cluster/_affinity_propagation.py                                                                 104            246            257
./_legacy/sklearn/datasets/_svmlight_format_io.py                                                                   92            241            257
./_legacy/sklearn/conftest.py                                                                                       70             59            255
./_legacy/doc/related_projects.rst                                                                                  96              4            253
./_legacy/examples/model_selection/plot_cost_sensitive_learning.py                                                  79            368            247
./_legacy/sklearn/tests/test_docstring_parameters.py                                                                43             46            247
./_legacy/sklearn/cluster/_hierarchical_fast.pyx                                                                    91            171            245
./_legacy/sklearn/feature_selection/_from_model.py                                                                  84            191            244
./_legacy/sklearn/ensemble/_voting.py                                                                              141            351            242
./_legacy/sklearn/utils/fixes.py                                                                                    70             83            242
./_legacy/sklearn/random_projection.py                                                                             181            403            240
./_legacy/doc/computing/computational_performance.rst                                                               81             46            238
./_legacy/sklearn/preprocessing/_target_encoder.py                                                                  80            234            238
./_legacy/examples/linear_model/plot_poisson_regression_non_normal_loss.py                                          81            276            237
./_legacy/sklearn/cluster/_spectral.py                                                                             143            425            237
./pyproject.toml                                                                                                    50            110            237
./_legacy/doc/modules/gaussian_process.rst                                                                         108            159            236
./_legacy/sklearn/neighbors/_nca.py                                                                                 84            214            236
./_legacy/sklearn/semi_supervised/_self_training.py                                                                 99            245            236
./_legacy/sklearn/ensemble/_iforest.py                                                                             128            318            235
./_legacy/sklearn/datasets/_kddcup99.py                                                                             75            121            234
./_legacy/sklearn/semi_supervised/_label_propagation.py                                                            109            291            233
./_legacy/sklearn/cluster/_k_means_lloyd.pyx                                                                        77            113            230
./_legacy/sklearn/cluster/_k_means_common.pyx                                                                       72             27            229
./_legacy/sklearn/preprocessing/_discretization.py                                                                  96            224            227
./_legacy/doc/developers/tips.rst                                                                                  146             46            226
./_legacy/doc/computing/parallelism.rst                                                                             88             27            225
./_legacy/examples/applications/plot_prediction_latency.py                                                          61             64            223
./_legacy/examples/miscellaneous/plot_outlier_detection_bench.py                                                    65            165            223
./_legacy/sklearn/manifold/_barnes_hut_tsne.pyx                                                                     34             40            221
./_legacy/examples/cluster/plot_cluster_comparison.py                                                               29             42            217
./_legacy/sklearn/cluster/_bisect_k_means.py                                                                       110            216            217
./_legacy/doc/modules/calibration.rst                                                                               71             73            215
./_legacy/sklearn/utils/optimize.py                                                                                 60            116            213
./_legacy/examples/text/plot_document_classification_20newsgroups.py                                                72            166            212
./_legacy/doc/datasets/loading_other_datasets.rst                                                                   71             35            211
./_legacy/examples/applications/plot_time_series_lagged_features.py                                                 59            168            211
./_legacy/sklearn/feature_selection/_mutual_info.py                                                                 95            276            209
./_legacy/sklearn/decomposition/_sparse_pca.py                                                                     104            239            208
./_legacy/examples/model_selection/plot_roc.py                                                                      76            180            207
./_legacy/doc/about.rst                                                                                            171            196            206
./_legacy/examples/gaussian_process/plot_compare_gpr_krr.py                                                         36            156            204
./_legacy/doc/model_persistence.rst                                                                                 82            110            202
./_legacy/examples/ensemble/plot_hgbt_regression.py                                                                 55            175            199
./_legacy/sklearn/decomposition/_kernel_pca.py                                                                      96            284            199
./_legacy/sklearn/feature_extraction/_dict_vectorizer.py                                                            80            179            198
./_legacy/sklearn/datasets/_svmlight_format_fast.pyx                                                                42             13            196
./_legacy/sklearn/neighbors/_graph.py                                                                              120            393            196
./_legacy/sklearn/utils/_set_output.py                                                                             107            159            194
./_legacy/doc/developers/minimal_reproducer.rst                                                                    123            118            193
./_legacy/doc/modules/feature_selection.rst                                                                         86             73            193
./_legacy/doc/scss/custom.scss                                                                                      53             29            191
./_legacy/sklearn/cluster/_mean_shift.py                                                                           107            281            191
./_legacy/sklearn/decomposition/_factor_analysis.py                                                                 88            179            190
./_legacy/examples/model_selection/plot_grid_search_refit_callable.py                                               52            149            188
./_legacy/sklearn/utils/_encode.py                                                                                  77            105            188
./_legacy/sklearn/manifold/_isomap.py                                                                               78            177            187
./_legacy/sklearn/preprocessing/_function_transformer.py                                                            73            181            187
./_legacy/doc/getting_started.rst                                                                                   38             14            186
./_legacy/sklearn/datasets/_rcv1.py                                                                                 56             99            184
./_legacy/sklearn/metrics/__init__.py                                                                                3              3            184
